name,zip,lat,lng,mapsurl
Baal,3128,50.99555,4.75304,"http://maps.google.com/maps?q=50.99554999999999,4.753040000000055"
Betekom,3130,50.98566,4.7817,"http://maps.google.com/maps?q=50.98566,4.781700000000001"
Keerbergen,3140,51.0057936,4.6320416,"http://maps.google.com/maps?q=51.0057936,4.6320415999999796"
Tildonk,3150,50.94327,4.64449,"http://maps.google.com/maps?q=50.94327,4.644490000000019"
Boortmeerbeek,3190,50.9803397,4.5744373,"http://maps.google.com/maps?q=50.98033969999999,4.5744373"
Hever,3191,50.995,4.55135,"http://maps.google.com/maps?q=50.995,4.551349999999957"
Gelrode,3200,50.96548,4.80272,"http://maps.google.com/maps?q=50.96548,4.802720000000022"
Langdorp,3201,50.99531,4.87083,"http://maps.google.com/maps?q=50.99531,4.870830000000069"
Rillaar,3202,50.97438,4.89422,"http://maps.google.com/maps?q=50.97438,4.8942200000000184"
Linden,3210,50.89393,4.77215,"http://maps.google.com/maps?q=50.89393,4.7721500000000106"
Binkom,3211,50.87119,4.88439,"http://maps.google.com/maps?q=50.87119,4.884389999999939"
Pellenberg,3212,50.87116,4.79603,"http://maps.google.com/maps?q=50.87116,4.796029999999973"
Kortrijk-Dutsel,3220,50.92569,4.80762,"http://maps.google.com/maps?q=50.92569,4.807620000000043"
Nieuwrode,3221,50.94955,4.83339,"http://maps.google.com/maps?q=50.94955,4.8333900000000085"
Scherpenheuvel,3270,50.9742707,4.9785767,"http://maps.google.com/maps?q=50.9742707,4.978576699999962"
Averbode,3271,51.0305467,4.977454,"http://maps.google.com/maps?q=51.0305467,4.977453999999966"
Messelbroek,3272,50.9933331,4.9274801,"http://maps.google.com/maps?q=50.9933331,4.927480100000025"
Deurne (Bt.),3290,51.03936,5.09648,"http://maps.google.com/maps?q=51.03935999999999,5.096479999999929"
Kaggevinne,3293,50.97937,5.01896,"http://maps.google.com/maps?q=50.97937,5.018959999999993"
Molenstede,3294,51.00378,5.01347,"http://maps.google.com/maps?q=51.00378,5.013469999999984"
Bost,3300,50.78839,4.94063,"http://maps.google.com/maps?q=50.78839000000001,4.940630000000056"
Meldert (Bt.),3320,50.78801,4.83772,"http://maps.google.com/maps?q=50.78801,4.83771999999999"
Outgaarden,3321,50.76521,4.91793,"http://maps.google.com/maps?q=50.76521,4.917930000000069"
Drieslinter,3350,50.84605,5.05048,"http://maps.google.com/maps?q=50.84605,5.050479999999993"
Korbeek-Lo,3360,50.86019,4.76269,"http://maps.google.com/maps?q=50.86019,4.7626900000000205"
Kerkom,3370,50.85519,4.87451,"http://maps.google.com/maps?q=50.85519,4.874509999999987"
Bunsbeek,3380,50.842165,4.9426464,"http://maps.google.com/maps?q=50.84216499999999,4.942646400000058"
Kapellen (Bt.),3381,50.8852681,4.9501898,"http://maps.google.com/maps?q=50.8852681,4.9501897999999755"
Attenrode,3384,50.8771186,4.9242614,"http://maps.google.com/maps?q=50.8771186,4.924261399999978"
Houwaart,3390,50.93291,4.85789,"http://maps.google.com/maps?q=50.93291,4.857889999999998"
Meensel-Kiezegem,3391,50.8965,4.92592,"http://maps.google.com/maps?q=50.8965,4.925920000000019"
Eliksem,3400,50.78487,5.00968,"http://maps.google.com/maps?q=50.78487,5.009680000000003"
Waasmont,3401,50.72724,5.06231,"http://maps.google.com/maps?q=50.72723999999999,5.062310000000025"
Attenhoven,3404,50.76652,5.09308,"http://maps.google.com/maps?q=50.76652,5.093079999999986"
Budingen,3440,50.8654,5.09811,"http://maps.google.com/maps?q=50.8654,5.09811000000002"
Grazen,3450,50.87478,5.13164,"http://maps.google.com/maps?q=50.87478000000001,5.131640000000061"
Rummen,3454,50.88902,5.16568,"http://maps.google.com/maps?q=50.88902,5.165680000000066"
Assent,3460,50.95248,5.0159,"http://maps.google.com/maps?q=50.95247999999999,5.015899999999988"
Molenbeek-Wersbeek,3461,50.91848,4.94157,"http://maps.google.com/maps?q=50.91848,4.941569999999956"
Ransberg,3470,50.87398,5.03683,"http://maps.google.com/maps?q=50.87398,5.036830000000009"
Hoeleden,3471,50.86828,4.9869,"http://maps.google.com/maps?q=50.86828,4.9868999999999915"
Kersbeek-Miskom,3472,50.885,4.9947222,"http://maps.google.com/maps?q=50.885,4.994722200000069"
Waanrode,3473,50.91619,5.00464,"http://maps.google.com/maps?q=50.91619,5.004639999999995"
Sint-Lambrechts-Herk,3500,50.89841,5.30741,"http://maps.google.com/maps?q=50.89841,5.307410000000004"
Wimmertingen,3501,50.88411,5.35242,"http://maps.google.com/maps?q=50.88411,5.352419999999938"
Spalbeek,3510,50.94907,5.22338,"http://maps.google.com/maps?q=50.94907,5.22338000000002"
Kuringen,3511,50.94387,5.29789,"http://maps.google.com/maps?q=50.94387,5.297890000000052"
Stevoort,3512,50.9183,5.25316,"http://maps.google.com/maps?q=50.9183,5.25315999999998"
Zonhoven,3520,50.989287,5.37246,"http://maps.google.com/maps?q=50.989287,5.372460000000046"
Helchteren,3530,51.0565512,5.3826921,"http://maps.google.com/maps?q=51.05655119999999,5.382692099999986"
Berbroek,3540,50.95032,5.20843,"http://maps.google.com/maps?q=50.95032,5.208430000000021"
Loksbergen,3545,50.93429,5.06952,"http://maps.google.com/maps?q=50.93429,5.069520000000011"
Heusden (Limb.),3550,51.02345,5.30972,"http://maps.google.com/maps?q=51.02345,5.30971999999997"
Linkhout,3560,50.96812,5.13687,"http://maps.google.com/maps?q=50.96812,5.1368700000000445"
Alken,3570,50.87609,5.30767,"http://maps.google.com/maps?q=50.87609,5.30767000000003"
Beringen,3580,51.0473373,5.2214769,"http://maps.google.com/maps?q=51.0473373,5.2214768999999706"
Beverlo,3581,51.0873,5.21898,"http://maps.google.com/maps?q=51.0873,5.218979999999988"
Koersel,3582,51.05844,5.27176,"http://maps.google.com/maps?q=51.05844,5.271759999999972"
Paal,3583,51.03953,5.17165,"http://maps.google.com/maps?q=51.03953,5.17165"
Diepenbeek,3590,50.91083,5.41336,"http://maps.google.com/maps?q=50.91083,5.4133600000000115"
Genk,3600,50.96613,5.5021,"http://maps.google.com/maps?q=50.96613,5.502100000000041"
Gellik,3620,50.8839114,5.6103183,"http://maps.google.com/maps?q=50.8839114,5.610318300000017"
Rekem,3621,50.9224749,5.6957272,"http://maps.google.com/maps?q=50.9224749,5.695727199999965"
Eisden,3630,50.9854566,5.7140769,"http://maps.google.com/maps?q=50.9854566,5.714076900000009"
Boorsem,3631,50.9408237,5.7197843,"http://maps.google.com/maps?q=50.9408237,5.719784300000015"
Kessenich,3640,51.15142,5.82297,"http://maps.google.com/maps?q=51.15141999999999,5.822969999999941"
Elen,3650,51.06655,5.75083,"http://maps.google.com/maps?q=51.06655,5.750829999999951"
Opglabbeek,3660,51.0422222,5.5825,"http://maps.google.com/maps?q=51.0422222,5.582499999999982"
As,3665,50.9997751,5.5715438,"http://maps.google.com/maps?q=50.9997751,5.571543799999972"
Niel-bij-As,3668,51.0176272,5.6045057,"http://maps.google.com/maps?q=51.0176272,5.604505700000004"
Ellikom,3670,51.12719,5.52366,"http://maps.google.com/maps?q=51.12719,5.5236600000000635"
Neeroeteren,3680,51.0918046,5.6995386,"http://maps.google.com/maps?q=51.0918046,5.699538599999983"
Zutendaal,3690,50.932735,5.577468,"http://maps.google.com/maps?q=50.932735,5.5774679999999535"
Berg (Limb.),3700,50.79183,5.49494,"http://maps.google.com/maps?q=50.79183,5.494940000000042"
Herstappe,3717,50.72653,5.426,"http://maps.google.com/maps?q=50.72653,5.425999999999931"
Kortessem,3720,50.8625531,5.3781216,"http://maps.google.com/maps?q=50.8625531,5.378121599999986"
Vliermaalroot,3721,50.8637784,5.4240097,"http://maps.google.com/maps?q=50.8637784,5.424009699999942"
Wintershoven,3722,50.85263,5.41968,"http://maps.google.com/maps?q=50.85263,5.419679999999971"
Guigoven,3723,50.8390899,5.399157,"http://maps.google.com/maps?q=50.8390899,5.399157000000059"
Vliermaal,3724,50.8394948,5.4289047,"http://maps.google.com/maps?q=50.8394948,5.4289046999999755"
Romershoven,3730,50.855984,5.4598837,"http://maps.google.com/maps?q=50.855984,5.459883699999978"
Schalkhoven,3732,50.8414306,5.4495653,"http://maps.google.com/maps?q=50.8414306,5.4495653000000175"
Beverst,3740,50.8902246,5.475171,"http://maps.google.com/maps?q=50.8902246,5.475171000000046"
Martenslinde,3742,50.8565985,5.5332305,"http://maps.google.com/maps?q=50.8565985,5.533230499999945"
Hoelbeek,3746,50.8718626,5.5564999,"http://maps.google.com/maps?q=50.8718626,5.5564999000000626"
Genoelselderen,3770,50.80297,5.538845,"http://maps.google.com/maps?q=50.80296999999999,5.5388450000000375"
Fouron-Saint-Martin,3790,50.7485199,5.8122336,"http://maps.google.com/maps?q=50.7485199,5.812233600000013"
Remersdaal,3791,50.7315308,5.8808478,"http://maps.google.com/maps?q=50.73153079999999,5.8808477999999695"
Fouron-Saint-Pierre,3792,50.738357,5.8226791,"http://maps.google.com/maps?q=50.738357,5.822679099999959"
Teuven,3793,50.7518324,5.8759546,"http://maps.google.com/maps?q=50.7518324,5.8759546"
Fouron-le-Comte,3798,50.7605269,5.7669272,"http://maps.google.com/maps?q=50.7605269,5.766927200000055"
Aalst (Limb.),3800,50.78166,5.20898,"http://maps.google.com/maps?q=50.78166,5.208979999999997"
Duras,3803,50.83552,5.14638,"http://maps.google.com/maps?q=50.83552,5.146380000000022"
Velm,3806,50.77931,5.13162,"http://maps.google.com/maps?q=50.77931,5.131619999999998"
Berlingen,3830,50.81971,5.31121,"http://maps.google.com/maps?q=50.81971,5.31120999999996"
Herten,3831,50.83517,5.32199,"http://maps.google.com/maps?q=50.83517,5.321990000000028"
Ulbeek,3832,50.84381,5.30465,"http://maps.google.com/maps?q=50.84381,5.304650000000038"
Bommershoven (Haren),3840,50.7881486,5.3876867,"http://maps.google.com/maps?q=50.7881486,5.3876867000000175"
Binderveld,3850,50.8608,5.16481,"http://maps.google.com/maps?q=50.8608,5.164809999999989"
Batsheers,3870,50.73855,5.28134,"http://maps.google.com/maps?q=50.73855,5.28134"
Boekhout,3890,50.74568,5.23353,"http://maps.google.com/maps?q=50.74568,5.233529999999973"
Borlo,3891,50.74216,5.18135,"http://maps.google.com/maps?q=50.74216,5.181350000000066"
Overpelt,3900,51.2102694,5.4225379,"http://maps.google.com/maps?q=51.21026939999999,5.422537899999952"
Sint-Huibrechts-Lille,3910,51.22251,5.49576,"http://maps.google.com/maps?q=51.22251,5.495760000000018"
Lommel,3920,51.2304193,5.3110063,"http://maps.google.com/maps?q=51.2304193,5.311006300000031"
Achel,3930,51.25224,5.47953,"http://maps.google.com/maps?q=51.25224,5.479530000000068"
Hechtel,3940,51.1252349,5.3661124,"http://maps.google.com/maps?q=51.1252349,5.36611240000002"
Eksel,3941,51.1546138,5.3943545,"http://maps.google.com/maps?q=51.1546138,5.394354499999963"
Kwaadmechelen,3945,51.10072,5.14416,"http://maps.google.com/maps?q=51.10072,5.144160000000056"
Kaulille,3950,51.18717,5.52568,"http://maps.google.com/maps?q=51.18716999999999,5.525679999999966"
Beek,3960,51.1558,5.60359,"http://maps.google.com/maps?q=51.1558,5.60358999999994"
Leopoldsburg,3970,51.1188884,5.2605406,"http://maps.google.com/maps?q=51.1188884,5.260540600000013"
Heppen,3971,51.1088735,5.2285739,"http://maps.google.com/maps?q=51.10887349999999,5.228573900000015"
Tessenderlo,3980,51.0642666,5.0881938,"http://maps.google.com/maps?q=51.0642666,5.088193799999999"
Grote-Brogel,3990,51.15435,5.50838,"http://maps.google.com/maps?q=51.15435000000001,5.508379999999988"
Glain,4000,50.64786,5.54357,"http://maps.google.com/maps?q=50.64785999999999,5.543570000000045"
Bressoux,4020,50.63994,5.6059,"http://maps.google.com/maps?q=50.63994,5.60590000000002"
Grivegnée,4030,50.6216,5.61074,"http://maps.google.com/maps?q=50.6216,5.610739999999964"
Angleur,4031,50.61135,5.59943,"http://maps.google.com/maps?q=50.61134999999999,5.599429999999984"
Chênée,4032,50.6122,5.6137,"http://maps.google.com/maps?q=50.61219999999999,5.613699999999994"
Herstal,4040,50.6787306,5.628885,"http://maps.google.com/maps?q=50.67873059999999,5.628884999999968"
Milmort,4041,50.6903579,5.5922106,"http://maps.google.com/maps?q=50.6903579,5.592210600000044"
Liers,4042,50.693646,5.5638281,"http://maps.google.com/maps?q=50.693646,5.563828100000023"
Chaudfontaine,4050,50.5896391,5.6427754,"http://maps.google.com/maps?q=50.5896391,5.642775400000005"
Vaux-sous-Chèvremont,4051,50.6010507,5.6318794,"http://maps.google.com/maps?q=50.60105069999999,5.6318794000000025"
Beaufays,4052,50.5586829,5.6387873,"http://maps.google.com/maps?q=50.5586829,5.63878729999999"
Embourg,4053,50.5903039,5.6069213,"http://maps.google.com/maps?q=50.59030389999999,5.606921300000067"
B.S.D. (Belg. Strijdkr. Duitsland),4090,50.6536196,5.6771849,"http://maps.google.com/maps?q=50.6536196,5.677184899999929"
Boncelles,4100,50.5709023,5.5364671,"http://maps.google.com/maps?q=50.5709023,5.536467099999982"
Jemeppe-sur-Meuse,4101,50.6175969,5.4951966,"http://maps.google.com/maps?q=50.6175969,5.495196599999986"
Ougrée,4102,50.6012358,5.5443411,"http://maps.google.com/maps?q=50.6012358,5.544341099999997"
Ehein,4120,50.5452937,5.4444311,"http://maps.google.com/maps?q=50.54529369999999,5.444431099999974"
Neuville-en-Condroz,4121,50.5524877,5.4511519,"http://maps.google.com/maps?q=50.5524877,5.4511519000000135"
Plainevaux,4122,50.5453134,5.524289,"http://maps.google.com/maps?q=50.5453134,5.524288999999953"
Tilff,4130,50.5640699,5.5759823,"http://maps.google.com/maps?q=50.5640699,5.575982299999964"
Dolembreux,4140,50.5360657,5.632889,"http://maps.google.com/maps?q=50.53606569999999,5.632888999999977"
Louveigné,4141,50.5302309,5.7162168,"http://maps.google.com/maps?q=50.5302309,5.716216799999984"
Anthisnes,4160,50.4812987,5.5198048,"http://maps.google.com/maps?q=50.4812987,5.519804799999974"
Villers-aux-Tours,4161,50.4978813,5.5162168,"http://maps.google.com/maps?q=50.4978813,5.516216799999938"
Hody,4162,50.4864593,5.5038981,"http://maps.google.com/maps?q=50.4864593,5.503898100000015"
Tavier,4163,50.4963213,5.4705965,"http://maps.google.com/maps?q=50.49632130000001,5.470596500000056"
Comblain-au-Pont,4170,50.4740721,5.562621,"http://maps.google.com/maps?q=50.4740721,5.562621000000036"
Poulseur,4171,50.508703,5.5785541,"http://maps.google.com/maps?q=50.508703,5.578554100000019"
Comblain-Fairon,4180,50.44628,5.54632,"http://maps.google.com/maps?q=50.44627999999999,5.546320000000037"
Filot,4181,50.42654,5.5668,"http://maps.google.com/maps?q=50.42654,5.5668000000000575"
My,4190,50.40543,5.57341,"http://maps.google.com/maps?q=50.40543,5.573409999999967"
Hannêche,4210,50.57793,5.04788,"http://maps.google.com/maps?q=50.57792999999999,5.047879999999964"
Lavoir,4217,50.550264,5.1196405,"http://maps.google.com/maps?q=50.550264,5.1196405000000595"
Couthuin,4218,50.5314526,5.1224958,"http://maps.google.com/maps?q=50.53145259999999,5.122495800000024"
Acosse,4219,50.59277,5.04657,"http://maps.google.com/maps?q=50.59276999999999,5.046569999999974"
Boëlhe,4250,50.68214,5.16646,"http://maps.google.com/maps?q=50.68214,5.166460000000029"
Omal,4252,50.65584,5.19937,"http://maps.google.com/maps?q=50.65584,5.1993700000000445"
Darion,4253,50.66458,5.18654,"http://maps.google.com/maps?q=50.66458,5.186540000000036"
Ligney,4254,50.66148,5.18227,"http://maps.google.com/maps?q=50.66148,5.182270000000017"
Corswarem,4257,50.71078,5.21324,"http://maps.google.com/maps?q=50.71078,5.213240000000042"
Avennes,4260,50.62882,5.11782,"http://maps.google.com/maps?q=50.62882,5.117819999999938"
Latinne,4261,50.62475,5.16401,"http://maps.google.com/maps?q=50.62475,5.164009999999962"
Tourinne (Lg.),4263,50.63902,5.17457,"http://maps.google.com/maps?q=50.63902,5.174570000000017"
Abolens,4280,50.67302,5.14886,"http://maps.google.com/maps?q=50.67302000000001,5.148860000000013"
Pellaines,4287,50.72588,5.00709,"http://maps.google.com/maps?q=50.72588,5.007090000000062"
Bettincourt,4300,50.71251,5.23584,"http://maps.google.com/maps?q=50.71250999999999,5.235840000000053"
Aineffe,4317,50.62557,5.25749,"http://maps.google.com/maps?q=50.62557,5.257489999999962"
Fooz,4340,50.6759853,5.4359267,"http://maps.google.com/maps?q=50.67598530000001,5.435926699999982"
Hognoul,4342,50.6814461,5.4543405,"http://maps.google.com/maps?q=50.6814461,5.454340499999944"
Freloux,4347,50.6804933,5.4065984,"http://maps.google.com/maps?q=50.68049329999999,5.406598400000007"
Lamine,4350,50.68907,5.33472,"http://maps.google.com/maps?q=50.68907,5.334720000000061"
Hodeige,4351,50.69607,5.34167,"http://maps.google.com/maps?q=50.69607000000001,5.341670000000022"
Haneffe,4357,50.63791,5.32046,"http://maps.google.com/maps?q=50.63791,5.3204600000000255"
Bergilers,4360,50.71543,5.32897,"http://maps.google.com/maps?q=50.71543,5.328970000000027"
Fize-le-Marsal,4367,50.7023863,5.3855696,"http://maps.google.com/maps?q=50.7023863,5.3855696000000535"
Awirs,4400,50.5999117,5.4061097,"http://maps.google.com/maps?q=50.5999117,5.406109700000002"
Montegnée,4420,50.64534,5.51414,"http://maps.google.com/maps?q=50.64534,5.514139999999998"
Ans,4430,50.660213,5.5265524,"http://maps.google.com/maps?q=50.660213,5.526552400000014"
Loncin,4431,50.66624,5.50521,"http://maps.google.com/maps?q=50.66623999999999,5.505210000000034"
Alleur,4432,50.67434,5.51338,"http://maps.google.com/maps?q=50.67434,5.513379999999984"
Lantin,4450,50.6885256,5.5246269,"http://maps.google.com/maps?q=50.6885256,5.52462689999993"
Voroux-lez-Liers,4451,50.6875929,5.5549161,"http://maps.google.com/maps?q=50.6875929,5.554916100000014"
Paifve,4452,50.7283378,5.5249034,"http://maps.google.com/maps?q=50.7283378,5.524903399999971"
Villers-Saint-Siméon,4453,50.7111071,5.5388369,"http://maps.google.com/maps?q=50.7111071,5.538836899999978"
Fexhe-Slins,4458,50.72003,5.56954,"http://maps.google.com/maps?q=50.72003,5.569539999999961"
Bierset,4460,50.655,5.45092,"http://maps.google.com/maps?q=50.655,5.450919999999996"
Saint-Georges-sur-Meuse,4470,50.599795,5.356902,"http://maps.google.com/maps?q=50.599795,5.356901999999991"
Clermont-sous-Huy,4480,50.569391,5.3918142,"http://maps.google.com/maps?q=50.569391,5.391814199999999"
Ben-Ahin,4500,50.5019819,5.1852407,"http://maps.google.com/maps?q=50.5019819,5.1852407000000085"
Antheit,4520,50.5489545,5.2403601,"http://maps.google.com/maps?q=50.5489545,5.240360099999975"
Fize-Fontaine,4530,50.5851,5.28301,"http://maps.google.com/maps?q=50.5851,5.28300999999999"
Chapon-Seraing,4537,50.60841,5.26904,"http://maps.google.com/maps?q=50.60841,5.269040000000018"
Ampsin,4540,50.5413781,5.2780528,"http://maps.google.com/maps?q=50.5413781,5.278052800000069"
Saint-Séverin,4550,50.5298269,5.4112136,"http://maps.google.com/maps?q=50.5298269,5.411213599999996"
Abée,4557,50.4730891,5.3564959,"http://maps.google.com/maps?q=50.4730891,5.356495900000027"
Bois-et-Borsu,4560,50.389298,5.3227509,"http://maps.google.com/maps?q=50.389298,5.32275089999996"
Vyle-et-Tharoul,4570,50.4445,5.26152,"http://maps.google.com/maps?q=50.4445,5.261520000000019"
Outrelouxhe,4577,50.5032627,5.3346305,"http://maps.google.com/maps?q=50.5032627,5.334630500000003"
Ellemelle,4590,50.46752,5.44434,"http://maps.google.com/maps?q=50.46752,5.444340000000011"
Lanaye,4600,50.7816616,5.6945353,"http://maps.google.com/maps?q=50.7816616,5.694535299999984"
Argenteau,4601,50.6961555,5.6876046,"http://maps.google.com/maps?q=50.6961555,5.687604599999986"
Cheratte,4602,50.6837494,5.6707829,"http://maps.google.com/maps?q=50.6837494,5.670782899999949"
Saint-André,4606,50.6956754,5.7530732,"http://maps.google.com/maps?q=50.6956754,5.753073200000017"
Berneau,4607,50.7427406,5.7306194,"http://maps.google.com/maps?q=50.7427406,5.730619400000023"
Neufchâteau (Lg.),4608,50.719368,5.7757062,"http://maps.google.com/maps?q=50.719368,5.775706200000059"
Bellaire,4610,50.6449882,5.6654339,"http://maps.google.com/maps?q=50.64498820000001,5.665433900000039"
Fléron,4620,50.6162686,5.6831436,"http://maps.google.com/maps?q=50.6162686,5.683143599999994"
Retinne,4621,50.6301336,5.6971829,"http://maps.google.com/maps?q=50.6301336,5.69718290000003"
Magnée,4623,50.5996569,5.6884335,"http://maps.google.com/maps?q=50.5996569,5.688433499999974"
Romsée,4624,50.610608,5.664504,"http://maps.google.com/maps?q=50.610608,5.664503999999965"
Ayeneux,4630,50.6077652,5.716811,"http://maps.google.com/maps?q=50.6077652,5.716811000000007"
Evegnée,4631,50.64217,5.70875,"http://maps.google.com/maps?q=50.64217,5.708750000000009"
Cérexhe-Heuseux,4632,50.6541483,5.7264702,"http://maps.google.com/maps?q=50.6541483,5.726470199999994"
Melen,4633,50.6460486,5.7359996,"http://maps.google.com/maps?q=50.6460486,5.735999600000014"
Chaineux,4650,50.6316775,5.8344045,"http://maps.google.com/maps?q=50.6316775,5.834404500000005"
Battice,4651,50.6474662,5.8207169,"http://maps.google.com/maps?q=50.6474662,5.820716899999979"
Xhendelesse,4652,50.6050929,5.7782579,"http://maps.google.com/maps?q=50.6050929,5.778257899999971"
Bolland,4653,50.66107,5.76037,"http://maps.google.com/maps?q=50.66107,5.760369999999966"
Charneux,4654,50.6698339,5.8041681,"http://maps.google.com/maps?q=50.66983390000001,5.80416809999997"
Mortier,4670,50.6850484,5.7434908,"http://maps.google.com/maps?q=50.6850484,5.743490800000018"
Barchon,4671,50.66866,5.69992,"http://maps.google.com/maps?q=50.66866,5.69992000000002"
Saint-Remy (Lg.),4672,50.6954433,5.7044415,"http://maps.google.com/maps?q=50.6954433,5.70444150000003"
Hermée,4680,50.7079438,5.6184661,"http://maps.google.com/maps?q=50.7079438,5.618466099999978"
Hermalle-sous-Argenteau,4681,50.7112191,5.6800351,"http://maps.google.com/maps?q=50.7112191,5.680035099999941"
Heure-le-Romain,4682,50.7313994,5.6332813,"http://maps.google.com/maps?q=50.7313994,5.6332813000000215"
Vivegnis,4683,50.6948109,5.6467328,"http://maps.google.com/maps?q=50.6948109,5.646732799999995"
Haccourt,4684,50.7303379,5.6688849,"http://maps.google.com/maps?q=50.73033789999999,5.668884899999966"
Boirs,4690,50.7509508,5.5800373,"http://maps.google.com/maps?q=50.7509508,5.580037299999958"
Eupen,4700,50.6133173,6.1011205,"http://maps.google.com/maps?q=50.6133173,6.101120499999979"
Kettenis,4701,50.6472977,6.046896,"http://maps.google.com/maps?q=50.6472977,6.046896000000061"
Lontzen,4710,50.6816693,5.9875637,"http://maps.google.com/maps?q=50.6816693,5.98756370000001"
Walhorn,4711,50.67469,6.04549,"http://maps.google.com/maps?q=50.67469,6.0454899999999725"
Kelmis,4720,50.7246443,6.0128347,"http://maps.google.com/maps?q=50.7246443,6.012834699999985"
Neu-Moresnet,4721,50.7160816,6.0213233,"http://maps.google.com/maps?q=50.7160816,6.021323299999949"
Hergenrath,4728,50.7089534,6.0314237,"http://maps.google.com/maps?q=50.7089534,6.031423700000005"
Hauset,4730,50.7104323,6.0696188,"http://maps.google.com/maps?q=50.7104323,6.069618799999944"
Eynatten,4731,50.6921704,6.0834561,"http://maps.google.com/maps?q=50.6921704,6.083456100000035"
Elsenborn,4750,50.4744,6.22028,"http://maps.google.com/maps?q=50.4744,6.2202800000000025"
Manderfeld,4760,50.3305556,6.34,"http://maps.google.com/maps?q=50.3305556,6.340000000000032"
Rocherath,4761,50.4365286,6.3005753,"http://maps.google.com/maps?q=50.4365286,6.300575299999991"
Meyerode,4770,50.32617,6.190146,"http://maps.google.com/maps?q=50.32617,6.190146000000027"
Heppenbach,4771,50.3627954,6.2185552,"http://maps.google.com/maps?q=50.3627954,6.218555199999969"
Recht,4780,50.3344,6.04333,"http://maps.google.com/maps?q=50.3344,6.043329999999969"
Schoenberg,4782,50.2887806,6.2652657,"http://maps.google.com/maps?q=50.2887806,6.265265699999986"
Lommersweiler,4783,50.2388377,6.1655027,"http://maps.google.com/maps?q=50.2388377,6.165502699999934"
Crombach,4784,50.2594213,6.068955,"http://maps.google.com/maps?q=50.2594213,6.06895499999996"
Reuland,4790,50.1966077,6.1376625,"http://maps.google.com/maps?q=50.1966077,6.137662500000033"
Thommen,4791,50.21821,6.07391,"http://maps.google.com/maps?q=50.21821,6.073910000000069"
Ensival,4800,50.5812596,5.8460072,"http://maps.google.com/maps?q=50.5812596,5.846007200000031"
Stembert,4801,50.5923294,5.8928874,"http://maps.google.com/maps?q=50.5923294,5.892887400000063"
Heusy,4802,50.5745445,5.8662821,"http://maps.google.com/maps?q=50.57454449999999,5.866282100000035"
Dison,4820,50.6105586,5.8509177,"http://maps.google.com/maps?q=50.6105586,5.850917699999968"
Andrimont,4821,50.61596,5.88541,"http://maps.google.com/maps?q=50.61596000000001,5.885409999999979"
Limbourg,4830,50.6036651,5.9357239,"http://maps.google.com/maps?q=50.6036651,5.935723899999971"
Bilstain,4831,50.6243826,5.9198628,"http://maps.google.com/maps?q=50.6243826,5.919862800000033"
Goé,4834,50.6061874,5.9567645,"http://maps.google.com/maps?q=50.6061874,5.956764499999963"
Membach,4837,50.61905,5.99501,"http://maps.google.com/maps?q=50.61904999999999,5.995009999999979"
Welkenraedt,4840,50.6568973,5.9630388,"http://maps.google.com/maps?q=50.6568973,5.963038800000049"
Henri-Chapelle,4841,50.669138,5.9271962,"http://maps.google.com/maps?q=50.669138,5.927196200000026"
Sart-lez-Spa,4845,50.516858,5.9319544,"http://maps.google.com/maps?q=50.516858,5.931954399999995"
Montzen,4850,50.707579,5.9619403,"http://maps.google.com/maps?q=50.707579,5.9619403000000375"
Gemmenich,4851,50.7453476,5.9943856,"http://maps.google.com/maps?q=50.7453476,5.994385599999987"
Hombourg,4852,50.7233365,5.9211923,"http://maps.google.com/maps?q=50.72333649999999,5.92119230000003"
Cornesse,4860,50.5723031,5.7955711,"http://maps.google.com/maps?q=50.5723031,5.795571099999961"
Soiron,4861,50.591806,5.7904364,"http://maps.google.com/maps?q=50.591806,5.790436399999976"
Forêt,4870,50.5835849,5.6998538,"http://maps.google.com/maps?q=50.5835849,5.699853800000028"
Olne,4877,50.5900615,5.7465679,"http://maps.google.com/maps?q=50.5900615,5.746567899999945"
Aubel,4880,50.7021296,5.8592295,"http://maps.google.com/maps?q=50.7021296,5.8592294999999694"
Clermont (Lg.),4890,50.6590232,5.8845514,"http://maps.google.com/maps?q=50.6590232,5.884551399999964"
Spa,4900,50.4833333,5.8666667,"http://maps.google.com/maps?q=50.4833333,5.866666699999996"
La Reid,4910,50.4893888,5.790589,"http://maps.google.com/maps?q=50.4893888,5.7905889999999545"
Ernonheid,4920,50.40338,5.6663,"http://maps.google.com/maps?q=50.40338,5.666299999999978"
Faymonville,4950,50.4027387,6.1408548,"http://maps.google.com/maps?q=50.4027387,6.140854799999943"
Bellevaux-Ligneuville,4960,50.39067,6.00577,"http://maps.google.com/maps?q=50.39067,6.005769999999984"
Francorchamps,4970,50.4543456,5.9522139,"http://maps.google.com/maps?q=50.4543456,5.952213900000061"
Fosse (Lg.),4980,50.3411966,5.8412377,"http://maps.google.com/maps?q=50.3411966,5.841237699999965"
Basse-Bodeux,4983,50.3565744,5.8305234,"http://maps.google.com/maps?q=50.3565744,5.830523399999947"
Chevron,4987,50.3802778,5.7325146,"http://maps.google.com/maps?q=50.38027779999999,5.732514600000059"
Arbrefontaine,4990,50.30276,5.83541,"http://maps.google.com/maps?q=50.30276,5.835410000000024"
Beez,5000,50.4686653,4.911834,"http://maps.google.com/maps?q=50.4686653,4.911833999999999"
